CustomerID,Item,Amount,Date,Review,Payment,Month
4108,T-shirt,156.71,10-09-2023,2.5,Credit Card,9
4057,Jacket,156.71,02-01-2023,4.7,Cash,1
4117,Kimono,162.00,16-04-2023,1.1,Cash,4
4038,Jacket,156.71,27-10-2022,4.8,Credit Card,10
4054,Socks,129.00,23-12-2022,2.999057217,Cash,12
4060,Sweater,151.00,17-07-2023,3.2,Cash,7
4054,Handbag,12.00,29-12-2022,2.6,Credit Card,12
4068,Pants,39.00,21-03-2023,2.4,Credit Card,3
4096,Scarf,147.00,11-02-2023,4.1,Credit Card,2
4011,Blouse,174.00,21-04-2023,3.4,Cash,4
4001,Hoodie,85.00,17-09-2023,3.3,Cash,9
4078,Hat,126.00,29-06-2023,2.1,Credit Card,6
3992,Slippers,156.71,26-04-2023,2.9,Cash,4
4005,Sun Hat,194.00,16-12-2022,2.9,Credit Card,12
4099,Scarf,138.00,20-05-2023,2.9,Credit Card,5
4055,Boots,139.00,05-01-2023,1.9,Credit Card,1
4049,Trench Coat,170.00,13-07-2023,2.999057217,Cash,7
4063,Hoodie,173.00,23-06-2023,2.1,Credit Card,6
3996,Belt,60.00,04-03-2023,2.3,Credit Card,3
4030,Camisole,156.71,25-10-2022,2.999057217,Credit Card,10
3989,Overalls,148.00,19-05-2023,4.1,Credit Card,5
3991,Blazer,145.00,03-05-2023,4.5,Credit Card,5
3959,Coat,163.00,09-05-2023,3.5,Credit Card,5
3975,Camisole,14.00,07-02-2023,3.5,Cash,2
4122,Socks,156.71,10-12-2022,2.999057217,Credit Card,12
3961,Boots,88.00,07-10-2022,1.2,Cash,10
3993,Belt,71.00,18-05-2023,4.4,Credit Card,5
4081,Hat,30.00,01-09-2023,1.2,Credit Card,9
4068,Loafers,156.71,13-04-2023,1.2,Credit Card,4
3991,Boots,27.00,16-09-2023,2,Credit Card,9
3978,Blazer,146.00,15-01-2023,3.7,Credit Card,1
3992,Cardigan,42.00,14-12-2022,2.4,Credit Card,12
4121,Sunglasses,150.00,03-06-2023,3.4,Credit Card,6
4063,Bowtie,156.71,05-11-2022,1.3,Credit Card,11
4073,Handbag,165.00,28-09-2023,3,Credit Card,9
4111,Socks,64.00,15-01-2023,2.3,Credit Card,1
4065,Sneakers,196.00,24-03-2023,4.3,Credit Card,3
4116,Onesie,192.00,16-01-2023,3.6,Credit Card,1
4003,Hoodie,181.00,09-07-2023,1.6,Credit Card,7
4073,Swimsuit,122.00,25-04-2023,4.2,Credit Card,4
4087,Vest,125.00,02-06-2023,2.6,Credit Card,6
4065,Pajamas,156.71,03-05-2023,2.9,Credit Card,5
4098,Coat,96.00,21-09-2023,3.5,Credit Card,9
4072,Onesie,156.71,11-12-2022,1.2,Cash,12
4055,Bowtie,160.00,03-04-2023,4.6,Cash,4
4047,Belt,28.00,07-08-2023,2.999057217,Cash,8
4014,Trench Coat,25.00,05-12-2022,4.2,Cash,12
4004,Flip-Flops,18.00,21-01-2023,4.1,Credit Card,1
4065,Poncho,28.00,29-06-2023,3.3,Credit Card,6
4111,Belt,81.00,10-05-2023,1.9,Credit Card,5
3958,Tunic,64.00,17-06-2023,1.1,Cash,6
4104,Pants,195.00,02-06-2023,2.5,Cash,6
4084,Onesie,156.00,08-08-2023,1.3,Credit Card,8
4017,Jeans,72.00,28-10-2022,2.999057217,Credit Card,10
4085,Tunic,114.00,28-04-2023,1.9,Credit Card,4
4025,Pajamas,156.71,10-09-2023,3.3,Cash,9
4062,Belt,156.71,22-09-2023,2.7,Credit Card,9
4096,Hoodie,118.00,17-10-2022,4.4,Cash,10
4104,Tunic,196.00,13-02-2023,1.2,Cash,2
4050,Blazer,156.71,23-06-2023,3.1,Credit Card,6
3965,Loafers,175.00,26-06-2023,2.1,Cash,6
3966,Polo Shirt,156.71,21-04-2023,2.2,Credit Card,4
4102,Pants,96.00,31-07-2023,2,Credit Card,7
4080,Sun Hat,37.00,14-09-2023,2.4,Cash,9
4051,Camisole,58.00,29-01-2023,4,Cash,1
3985,Hat,45.00,31-12-2022,2,Credit Card,12
4105,Sandals,81.00,31-10-2022,4.5,Credit Card,10
4080,Pajamas,29.00,22-09-2023,2.4,Credit Card,9
3977,Overalls,150.00,22-03-2023,4.7,Cash,3
3993,Blazer,156.71,09-04-2023,3.4,Cash,4
4091,Overalls,148.00,30-01-2023,2.7,Cash,1
4028,Cardigan,33.00,11-02-2023,4.3,Credit Card,2
4076,Pajamas,70.00,05-10-2022,3.2,Credit Card,10
4089,Sun Hat,156.71,28-03-2023,2.6,Cash,3
3977,Loafers,64.00,15-10-2022,1.6,Cash,10
4090,Onesie,25.00,18-09-2023,2.1,Cash,9
4113,Jacket,156.71,27-06-2023,1.3,Cash,6
3979,Trousers,156.71,07-08-2023,4.9,Credit Card,8
4019,Blouse,126.00,15-12-2022,3.5,Credit Card,12
4077,Romper,188.00,01-06-2023,4.6,Credit Card,6
4118,Onesie,152.00,12-01-2023,1.1,Credit Card,1
3976,Socks,134.00,24-07-2023,2.1,Credit Card,7
4119,Pants,156.71,04-05-2023,4.7,Cash,5
4095,Socks,24.00,13-11-2022,1.5,Cash,11
4105,T-shirt,148.00,18-03-2023,2.999057217,Credit Card,3
4036,T-shirt,156.71,03-08-2023,3.8,Credit Card,8
4113,Trench Coat,22.00,20-05-2023,1.5,Cash,5
3970,Camisole,138.00,09-05-2023,4.7,Cash,5
4044,Camisole,145.00,10-02-2023,2.4,Cash,2
4093,Swimsuit,156.71,06-10-2022,3.2,Cash,10
3959,Kimono,30.00,11-03-2023,1.5,Cash,3
4077,Vest,27.00,08-01-2023,4.6,Credit Card,1
4073,Tie,182.00,16-09-2023,3.5,Cash,9
4088,Vest,113.00,02-09-2023,1.2,Credit Card,9
4077,Poncho,156.71,15-03-2023,2.4,Credit Card,3
4103,Swimsuit,73.00,30-04-2023,2.6,Cash,4
4041,Pajamas,20.00,20-05-2023,4.3,Cash,5
4064,Kimono,117.00,31-10-2022,2.9,Cash,10
4047,Blazer,154.00,01-06-2023,1.7,Cash,6
4032,Backpack,76.00,15-06-2023,4.7,Cash,6
4031,Slippers,193.00,02-08-2023,1.3,Credit Card,8
3999,Jacket,77.00,27-05-2023,3.4,Credit Card,5
3966,Tie,181.00,14-06-2023,3.6,Credit Card,6
4109,Dress,127.00,30-09-2023,2.8,Cash,9
4034,Shorts,28.00,24-03-2023,3.4,Cash,3
4101,Pajamas,156.71,27-03-2023,1.4,Cash,3
4023,Sunglasses,154.00,09-02-2023,2.4,Credit Card,2
3972,Coat,28.00,22-12-2022,4.6,Credit Card,12
4118,Socks,139.00,13-05-2023,4.4,Credit Card,5
4078,Tunic,99.00,10-11-2022,2.3,Cash,11
4105,Belt,72.00,29-07-2023,1.7,Credit Card,7
4000,Sandals,50.00,27-09-2023,4.3,Cash,9
4103,Jumpsuit,149.00,16-10-2022,5,Cash,10
3970,Tunic,166.00,02-02-2023,3.1,Credit Card,2
4031,Camisole,177.00,28-06-2023,3.5,Cash,6
4116,Raincoat,180.00,11-02-2023,2.999057217,Cash,2
3963,Trench Coat,86.00,16-12-2022,1.5,Cash,12
4030,Romper,36.00,02-01-2023,2.8,Credit Card,1
4081,Kimono,44.00,03-06-2023,2.2,Credit Card,6
3978,Handbag,37.00,17-01-2023,5,Cash,1
3989,Tank Top,49.00,26-04-2023,4.7,Credit Card,4
4086,Swimsuit,164.00,07-12-2022,1.6,Cash,12
3976,Tank Top,97.00,23-05-2023,4.4,Cash,5
4028,Sweater,172.00,15-01-2023,1.1,Credit Card,1
4021,Backpack,139.00,02-01-2023,4.8,Cash,1
3990,Pajamas,23.00,01-11-2022,4.2,Credit Card,11
4114,Belt,156.71,28-09-2023,2.999057217,Cash,9
4028,Poncho,80.00,31-12-2022,1.1,Cash,12
4027,Boots,156.71,30-12-2022,4.8,Credit Card,12
4022,Boots,43.00,27-08-2023,3.9,Cash,8
3960,Onesie,77.00,16-12-2022,4.3,Cash,12
3985,Dress,156.71,05-06-2023,1.4,Credit Card,6
4111,Swimsuit,190.00,23-11-2022,4.4,Credit Card,11
4001,Handbag,12.00,25-11-2022,2.7,Cash,11
4108,Romper,156.71,09-11-2022,4.5,Credit Card,11
3995,Umbrella,186.00,27-05-2023,3.9,Cash,5
4071,Jeans,149.00,09-04-2023,2.4,Cash,4
4051,Tank Top,156.71,31-08-2023,2.999057217,Credit Card,8
4001,Wallet,151.00,09-06-2023,3.9,Cash,6
4023,Backpack,156.71,08-05-2023,3,Credit Card,5
4017,Pants,156.71,08-08-2023,3.5,Cash,8
4081,Sandals,20.00,02-12-2022,4.1,Cash,12
4003,Loafers,63.00,10-06-2023,2.3,Credit Card,6
4092,Overalls,180.00,25-11-2022,2.7,Cash,11
3965,Umbrella,156.71,06-05-2023,4.2,Cash,5
4044,Pants,114.00,25-12-2022,4.4,Credit Card,12
3978,Sandals,49.00,31-10-2022,4.5,Cash,10
3994,Boots,70.00,01-03-2023,2.999057217,Cash,3
4109,Loafers,55.00,21-12-2022,1,Credit Card,12
3996,Slippers,16.00,13-08-2023,2.5,Credit Card,8
4083,Wallet,156.71,07-07-2023,3.7,Credit Card,7
4062,Coat,115.00,10-04-2023,1.6,Credit Card,4
4055,T-shirt,198.00,29-11-2022,3.9,Credit Card,11
4017,Shorts,78.00,26-02-2023,1.8,Credit Card,2
4069,Jumpsuit,156.71,16-02-2023,4.8,Cash,2
4120,Hoodie,107.00,11-07-2023,4,Cash,7
3999,Backpack,130.00,26-04-2023,2.999057217,Cash,4
4010,Romper,127.00,24-07-2023,2.999057217,Credit Card,7
4104,Pajamas,68.00,12-07-2023,1.8,Cash,7
4045,Vest,178.00,29-01-2023,2.7,Credit Card,1
3970,Romper,156.71,18-10-2022,2.5,Cash,10
4121,Slippers,27.00,11-04-2023,3.6,Credit Card,4
4024,Hoodie,81.00,30-12-2022,3.6,Credit Card,12
3986,Flannel Shirt,140.00,24-11-2022,2.2,Cash,11
3970,Socks,147.00,07-05-2023,2.2,Credit Card,5
3999,Belt,17.00,25-07-2023,4.2,Credit Card,7
4075,Coat,156.71,06-10-2022,2.4,Cash,10
4059,Belt,55.00,16-01-2023,1.4,Cash,1
4078,Sandals,77.00,28-07-2023,4.5,Cash,7
4034,Tank Top,156.71,01-01-2023,2.1,Cash,1
4078,Blazer,98.00,05-01-2023,2.3,Credit Card,1
4093,Trench Coat,90.00,17-10-2022,1.5,Cash,10
4016,Polo Shirt,140.00,02-01-2023,2.3,Cash,1
4054,Wallet,156.71,01-05-2023,3.8,Cash,5
4056,Pajamas,58.00,20-07-2023,4.1,Cash,7
4078,Slippers,191.00,10-07-2023,4.2,Credit Card,7
4024,Blazer,143.00,09-10-2022,2.6,Credit Card,10
3994,Camisole,147.00,19-11-2022,2.2,Cash,11
4092,Tie,199.00,15-02-2023,4.6,Cash,2
4068,Tunic,60.00,04-01-2023,1.2,Cash,1
3960,Camisole,27.00,14-09-2023,2,Credit Card,9
4030,Hoodie,94.00,23-04-2023,2.6,Credit Card,4
4071,Skirt,179.00,16-02-2023,2.6,Credit Card,2
4054,Handbag,194.00,12-06-2023,2.1,Credit Card,6
4037,Sunglasses,139.00,10-11-2022,2.4,Cash,11
4092,Jumpsuit,114.00,02-11-2022,2.2,Credit Card,11
3967,Raincoat,188.00,06-05-2023,3.3,Cash,5
3981,Pants,42.00,08-07-2023,1.8,Credit Card,7
4093,Sneakers,156.71,14-10-2022,4.8,Cash,10
4120,Poncho,107.00,07-11-2022,2.3,Cash,11
4047,Scarf,54.00,20-05-2023,1.1,Credit Card,5
4067,Poncho,87.00,27-05-2023,4.2,Credit Card,5
4113,Vest,10.00,11-10-2022,2.999057217,Credit Card,10
4026,Tank Top,63.00,20-01-2023,4.6,Cash,1
4042,Blazer,158.00,12-11-2022,3.2,Cash,11
4026,T-shirt,92.00,24-04-2023,3.1,Credit Card,4
4025,Coat,123.00,09-01-2023,1.8,Cash,1
3982,Kimono,140.00,18-05-2023,3.1,Credit Card,5
4022,T-shirt,198.00,22-10-2022,1.9,Cash,10
4106,Skirt,156.71,26-03-2023,4.6,Cash,3
4057,Jacket,156.71,17-09-2023,1.9,Cash,9
4075,Jumpsuit,172.00,07-10-2022,4.8,Credit Card,10
4018,Tank Top,33.00,18-10-2022,2.999057217,Credit Card,10
4107,Tie,70.00,28-02-2023,2.999057217,Cash,2
4006,Flannel Shirt,67.00,27-07-2023,1.4,Cash,7
4090,Tie,47.00,11-01-2023,2.9,Cash,1
4043,Backpack,156.71,16-01-2023,2.2,Cash,1
4003,Cardigan,131.00,04-01-2023,4.1,Credit Card,1
4037,Camisole,28.00,01-05-2023,2.1,Cash,5
4097,Belt,171.00,24-05-2023,4.1,Cash,5
3959,Coat,193.00,03-01-2023,1.5,Credit Card,1
3959,Hat,136.00,08-02-2023,2.1,Credit Card,2
3974,Swimsuit,47.00,22-02-2023,2.999057217,Credit Card,2
3960,Hat,11.00,12-04-2023,2.999057217,Credit Card,4
4062,Romper,37.00,24-07-2023,4,Cash,7
3982,Blouse,66.00,24-01-2023,1.1,Cash,1
4091,Socks,156.71,28-11-2022,3.4,Credit Card,11
3983,Kimono,142.00,15-05-2023,3.9,Credit Card,5
4071,Hat,152.00,22-12-2022,1.8,Credit Card,12
4046,Trench Coat,41.00,17-07-2023,2.2,Credit Card,7
4013,Shorts,128.00,21-02-2023,3,Cash,2
4029,Bowtie,153.00,17-05-2023,2.999057217,Credit Card,5
4021,Sunglasses,123.00,11-05-2023,1.8,Cash,5
4006,Scarf,194.00,02-02-2023,3.6,Cash,2
3965,Hat,119.00,13-07-2023,2.2,Cash,7
3963,Socks,150.00,04-10-2022,2.999057217,Credit Card,10
4115,Sweater,50.00,05-07-2023,3.2,Cash,7
3980,Poncho,131.00,23-01-2023,4.6,Credit Card,1
3971,Hat,73.00,17-07-2023,2,Credit Card,7
4109,Tunic,80.00,18-10-2022,2.999057217,Credit Card,10
4012,Socks,143.00,23-04-2023,2.6,Cash,4
4110,Sandals,71.00,17-03-2023,3.2,Cash,3
4120,Tie,29.00,12-02-2023,1.9,Credit Card,2
3988,Bowtie,70.00,02-11-2022,2.6,Credit Card,11
3987,Handbag,91.00,21-12-2022,2.5,Cash,12
3979,Flip-Flops,30.00,30-03-2023,3.6,Cash,3
4111,Skirt,156.71,13-08-2023,4.2,Credit Card,8
3990,Handbag,187.00,11-08-2023,1.4,Credit Card,8
4053,Coat,156.71,10-07-2023,4.5,Credit Card,7
4122,Hoodie,116.00,17-03-2023,2,Cash,3
4101,Cardigan,148.00,26-11-2022,3.5,Credit Card,11
4004,Hoodie,25.00,24-09-2023,3.9,Credit Card,9
3985,Pajamas,117.00,07-08-2023,1.9,Cash,8
4004,Shorts,159.00,22-01-2023,2,Cash,1
4021,Sneakers,15.00,07-08-2023,2.4,Credit Card,8
4032,Jacket,157.00,25-01-2023,2.3,Credit Card,1
4076,Trousers,11.00,06-12-2022,2.6,Credit Card,12
3976,Jeans,86.00,26-05-2023,2.999057217,Cash,5
4120,Slippers,117.00,25-09-2023,4,Credit Card,9
4073,Boots,198.00,21-12-2022,3.2,Cash,12
4027,Onesie,164.00,11-06-2023,3.6,Cash,6
4066,Kimono,134.00,02-01-2023,3.8,Credit Card,1
4039,Umbrella,121.00,05-07-2023,4.4,Cash,7
4022,Tunic,109.00,15-11-2022,1.3,Credit Card,11
3998,Skirt,183.00,22-12-2022,3.8,Credit Card,12
3975,T-shirt,195.00,22-07-2023,4,Cash,7
4027,Sweater,156.71,01-12-2022,4,Credit Card,12
3972,Sneakers,42.00,18-04-2023,2.8,Credit Card,4
4054,Tunic,146.00,23-01-2023,1.2,Credit Card,1
4056,T-shirt,156.71,29-03-2023,1.7,Cash,3
4042,Wallet,154.00,31-08-2023,2.9,Credit Card,8
3972,Slippers,31.00,26-10-2022,3.2,Credit Card,10
4023,Dress,44.00,03-03-2023,2.2,Cash,3
4024,Skirt,56.00,17-07-2023,2.2,Credit Card,7
4002,Scarf,156.71,09-05-2023,3.7,Credit Card,5
4069,Flannel Shirt,64.00,01-11-2022,3.5,Cash,11
3974,T-shirt,96.00,05-12-2022,3.6,Credit Card,12
4082,Pajamas,107.00,10-05-2023,3.1,Cash,5
4008,Loafers,117.00,04-05-2023,3.5,Credit Card,5
4113,Flannel Shirt,30.00,21-05-2023,3.1,Credit Card,5
4057,Tunic,148.00,22-04-2023,2.9,Cash,4
4002,Sneakers,156.71,28-08-2023,4.7,Credit Card,8
4122,Kimono,67.00,20-03-2023,4.4,Cash,3
4082,Onesie,176.00,28-12-2022,3.1,Credit Card,12
3984,Tunic,156.71,22-05-2023,1,Credit Card,5
3993,Trousers,156.71,26-12-2022,1.6,Credit Card,12
4095,Loafers,15.00,12-07-2023,2.999057217,Credit Card,7
4067,Belt,71.00,27-08-2023,2.2,Credit Card,8
4012,Trousers,156.71,06-03-2023,3.8,Cash,3
4114,Swimsuit,154.00,02-04-2023,2.3,Credit Card,4
4121,Umbrella,129.00,15-01-2023,2.999057217,Cash,1
3984,Trousers,104.00,30-07-2023,1.6,Cash,7
4070,Leggings,156.71,09-06-2023,3.2,Credit Card,6
4023,Boots,193.00,14-02-2023,3.5,Credit Card,2
3983,Swimsuit,156.71,17-08-2023,2.1,Cash,8
3965,Wallet,89.00,18-08-2023,4.5,Cash,8
3975,Vest,156.71,29-07-2023,2.2,Credit Card,7
3975,Pajamas,156.71,11-04-2023,2.6,Cash,4
4103,Flip-Flops,183.00,13-10-2022,3.2,Cash,10
4021,Sweater,106.00,21-05-2023,1.3,Cash,5
4071,Raincoat,193.00,02-10-2022,3.9,Credit Card,10
3961,Trousers,156.71,17-06-2023,2.1,Credit Card,6
4084,Skirt,170.00,08-07-2023,4.2,Cash,7
3995,T-shirt,188.00,12-05-2023,4.1,Cash,5
4120,Overalls,185.00,05-03-2023,4.1,Credit Card,3
3957,Tank Top,40.00,03-10-2022,2.1,Cash,10
3966,Vest,154.00,04-05-2023,4.5,Cash,5
4056,Camisole,98.00,12-06-2023,2.9,Credit Card,6
4025,Blouse,179.00,06-04-2023,4.1,Cash,4
3995,Jeans,139.00,01-05-2023,1.4,Cash,5
4041,Loafers,13.00,13-10-2022,1.6,Cash,10
4057,Shorts,135.00,27-12-2022,4.5,Credit Card,12
4104,Flannel Shirt,156.71,24-10-2022,4.6,Cash,10
3957,Sneakers,172.00,08-07-2023,2.999057217,Credit Card,7
4088,Tank Top,127.00,07-10-2022,2.8,Credit Card,10
4082,Tunic,121.00,07-09-2023,2.3,Cash,9
4079,Boots,156.71,23-11-2022,1.5,Credit Card,11
4068,Swimsuit,176.00,18-07-2023,2.5,Cash,7
4060,Bowtie,147.00,28-12-2022,2.9,Credit Card,12
3974,Flip-Flops,129.00,02-08-2023,3.1,Credit Card,8
4095,Umbrella,197.00,25-10-2022,4.5,Credit Card,10
4014,Wallet,92.00,25-12-2022,4.8,Credit Card,12
3957,Onesie,32.00,05-01-2023,4.3,Cash,1
4055,Trench Coat,125.00,10-11-2022,4.4,Cash,11
4080,Tie,128.00,10-04-2023,3,Credit Card,4
3988,Wallet,181.00,04-03-2023,3.7,Credit Card,3
4102,Socks,17.00,31-01-2023,2.7,Cash,1
4094,T-shirt,93.00,15-08-2023,1.1,Cash,8
4048,Handbag,156.71,18-10-2022,2.9,Credit Card,10
4042,Leggings,76.00,22-02-2023,3.9,Credit Card,2
4034,Jeans,162.00,11-02-2023,3.2,Credit Card,2
4059,Handbag,80.00,06-07-2023,4.8,Cash,7
3971,Swimsuit,142.00,22-07-2023,1.7,Cash,7
4118,Dress,31.00,19-10-2022,1,Credit Card,10
4122,Poncho,114.00,28-07-2023,3.1,Cash,7
3980,Leggings,71.00,25-01-2023,2.999057217,Cash,1
4050,Umbrella,175.00,29-12-2022,1.4,Cash,12
4093,Bowtie,124.00,21-12-2022,2,Credit Card,12
4044,Gloves,33.00,29-03-2023,3.4,Cash,3
3977,Loafers,113.00,08-01-2023,2.999057217,Credit Card,1
4074,Kimono,88.00,05-02-2023,2.9,Cash,2
4031,Vest,104.00,15-01-2023,2.999057217,Credit Card,1
4122,Poncho,145.00,29-12-2022,2,Cash,12
4008,Flip-Flops,200.00,05-10-2022,4.9,Cash,10
4002,Hoodie,100.00,26-12-2022,4.5,Cash,12
4098,Raincoat,79.00,04-02-2023,5,Credit Card,2
3967,Belt,69.00,03-04-2023,3,Cash,4
4055,Onesie,156.71,05-11-2022,4.5,Cash,11
4005,Wallet,156.71,22-10-2022,4.2,Credit Card,10
4033,Tank Top,156.71,19-12-2022,2.999057217,Credit Card,12
4056,Skirt,186.00,11-04-2023,2.999057217,Cash,4
3984,Camisole,156.71,31-08-2023,1.6,Cash,8
4118,Pajamas,133.00,20-03-2023,4.5,Credit Card,3
4048,Cardigan,160.00,27-03-2023,2.7,Cash,3
4081,Loafers,144.00,01-11-2022,1.2,Credit Card,11
3978,Socks,35.00,29-11-2022,1.2,Cash,11
4118,Romper,85.00,14-08-2023,2.999057217,Credit Card,8
4069,Pants,55.00,25-01-2023,4.9,Cash,1
4005,Flannel Shirt,191.00,23-03-2023,3.5,Cash,3
3992,Sunglasses,80.00,24-02-2023,2.999057217,Cash,2
3966,Romper,156.71,19-03-2023,4.4,Credit Card,3
4006,Trench Coat,156.71,16-09-2023,3.8,Credit Card,9
3963,Dress,42.00,19-10-2022,3.3,Cash,10
4108,Blouse,135.00,25-01-2023,3.1,Cash,1
4018,Kimono,156.71,27-04-2023,2.6,Credit Card,4
4082,Hoodie,156.71,26-07-2023,3.7,Cash,7
4056,Blazer,132.00,17-06-2023,2.999057217,Cash,6
3973,Umbrella,57.00,12-07-2023,3,Cash,7
4095,Sun Hat,74.00,15-07-2023,1.3,Credit Card,7
4121,Overalls,132.00,24-02-2023,2.1,Cash,2
4035,Coat,156.71,22-09-2023,3,Cash,9
4084,Bowtie,156.71,16-01-2023,4,Cash,1
4093,Shorts,157.00,17-08-2023,1,Cash,8
4072,Onesie,23.00,09-01-2023,2.4,Cash,1
3961,Wallet,156.71,04-02-2023,3.3,Credit Card,2
3966,Polo Shirt,87.00,08-01-2023,3.3,Cash,1
4043,Boots,156.71,24-12-2022,1.5,Cash,12
3971,Boots,152.00,01-03-2023,2.999057217,Credit Card,3
4043,Scarf,165.00,05-02-2023,1.7,Credit Card,2
3967,Coat,168.00,21-04-2023,4.9,Credit Card,4
4060,Tunic,143.00,24-12-2022,4.2,Credit Card,12
3987,Wallet,123.00,01-08-2023,2.5,Credit Card,8
4011,Tank Top,160.00,08-05-2023,2.999057217,Cash,5
4090,Hoodie,88.00,08-12-2022,2,Cash,12
